n,Hannanum,Kkma,Komoran,Mecab,Okt,Twitter
1,0.0014808177947998047,0.0011167526245117188,0.0012240409851074219,0.0005071163177490234,0.0016677379608154297,0.0017306804656982422
10,0.00467371940612793,0.03531956672668457,0.0036940574645996094,0.00040221214294433594,0.013202190399169922,0.012419700622558594
100,0.024333715438842773,0.16530275344848633,0.010514259338378906,0.0012714862823486328,0.04284167289733887,0.026168346405029297
1000,0.08388900756835938,0.7701902389526367,0.048651695251464844,0.004305124282836914,0.12949872016906738,0.10882186889648438
10000,0.5665407180786133,3.3569977283477783,0.37181854248046875,0.02580118179321289,0.7531616687774658,0.48023486137390137
100000,7.192130088806152,34.40366268157959,1.8721816539764404,0.20708775520324707,3.854234457015991,3.7204322814941406
